index,title,article_url,date,time,author,excerpt,section,date_dt
614,Πολύ υψηλός ο κίνδυνος πυρκαγιάς σήμερα σε τέσσερις περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/810601/kindunos-purkagias-autes-oi-periohes-apeiloudai-simera/,2023-07-29,06:32:00,Newsroom,Κίνδυνος πυρκαγιάς: Αυτές οι περιοχές απειλούνται - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας,Ελλαδα,2023-07-29
615,Συγγνώμη Πατούλη για το ζεϊμπέκικο εν μέσω πυρκαγιών,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/810586/giorgos-patoulis-suggnomi-gia-to-zeibekiko-en-meso-purkagion/,2023-07-28,18:43:10,Newsroom,Γιώργος Πατούλης: Ζήτησε συγγνώμη μετά τα αρνητικά σχόλια για το ζεϊμπέκικο εν μέσω πυρκαγιών - Χόρεψε με Κατερίνα Στανίση το «Δεν θα ξαναγαπήσω»,Πολιτικη & Οικονομια,2023-07-28
616,Η παραίτηση Μηταράκη εν μέσω πυρκαγιών και η «σκυτάλη» στον Γιάννη Οικονόμου,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/810571/notis-mitarakis-giati-paraitithike-en-meso-purkagion/,2023-07-28,15:48:00,Newsroom,Νότης Μηταράκη: Σε τι οφείλεται η παραίτηση εν μέσω πυρκαγιών - Στον Γιάννη Οικονόμου η «σκυτάλη»,Πολιτικη & Οικονομια,2023-07-28
617,Φωτιά σε δασική έκταση στην Πέλλα,https://www.athensvoice.gr/epikairotita/ellada/810566/fotia-tora-se-dasiki-ektasi-stin-pella/,2023-07-28,14:43:22,Newsroom,"Φωτιά τώρα σε δασική έκταση στην περιοχή Προφήτης Ηλίας, στην Πέλλα",Ελλαδα,2023-07-28
618,Τι είναι το «τρίγωνο του Διαβόλου» που έφερε τις πυρκαγιές,https://www.athensvoice.gr/epikairotita/ellada/810555/foties-to-trigono-tou-diavolou-pou-efere-tis-purkagies/,2023-07-28,12:53:04,Newsroom,"Φωτιές - Πυροσβεστική: Θερμοκρασία, ξηρασία, άνεμοι - Το «τρίγωνο του Διαβόλου» που έφερε τις πυρκαγιές",Ελλαδα,2023-07-28
619,«Ακραία επικίνδυνες σήμερα οι συνθήκες» - Η ενημέρωση της Πυροσβεστικής,https://www.athensvoice.gr/epikairotita/ellada/810464/purkagies-purosvestiki-akraia-epikindunes-simera-oi-sunthikes/,2023-07-27,17:52:16,Newsroom,Πυρκαγιές - Ενημέρωση Πυροσβεστικής: «Ακραία επικίνδυνες σήμερα οι συνθήκες»,Ελλαδα,2023-07-27
620,Μάχη σε Μαγνησία και Λαμία - Η εικόνα από τα πύρινα μέτωπα,https://www.athensvoice.gr/epikairotita/ellada/810455/purkagies-mahi-tis-purosvestikis-se-magnisia-kai-lamia/,2023-07-27,15:49:00,Newsroom,Πυρκαγιές: Μάχη των πυροσβεστικών δυνάμεων σε Μαγνησία και Λαμία - Τα πύρινα μέτωπα,Ελλαδα,2023-07-27
621,Στάχτη 43.000 στρέμματα στη χώρα από τις 13 μεγάλες πυρκαγιές του Ιουλίου,https://www.athensvoice.gr/epikairotita/ellada/810447/purkagies-stahti-43000-stremmata-apo-tis-foties-tou-iouliou/,2023-07-27,14:52:55,Newsroom,Πυρκαγιές: Στάχτη 43.000 στρέμματα από τις φωτιές του Ιουλίου -  Η αποτίμηση των καμμένων εκτάσεων,Ελλαδα,2023-07-27
622,"Πολύ υψηλός κίνδυνος πυρκαγιάς για αύριο, Παρασκευή",https://www.athensvoice.gr/epikairotita/ellada/810404/kindunos-purkagias-polu-upsilos-gia-aurio-paraskeui/,2023-07-27,10:58:42,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός για αύριο, Παρασκευή - Ποιες περιφέρειες απειλούνται",Ελλαδα,2023-07-27
623,Υπό έλεγχο τέθηκε η φωτιά στη Χαλκιδική κοντά στον οικισμό της Νικήτης,https://www.athensvoice.gr/epikairotita/ellada/810379/purkagies-upo-elegho-i-fotia-sto-nikiti-halkidikis/,2023-07-27,10:10:00,Newsroom,Φωτιά ξέσπασε νωρίτερα στη Νικήτη Χαλκιδικής - Δεν απειλήθηκαν κατοικημένες περιοχές,Ελλαδα,2023-07-27
624,Επτά περιφέρειες κινδυνεύουν σε ακραίο βαθμό για πυρκαγιά σήμερα,https://www.athensvoice.gr/epikairotita/ellada/810347/kindunos-purkagias-akraios-se-epta-perifereies-tis-horas-simera/,2023-07-27,04:23:00,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραίος σε επτά περιφέρειες της χώρας, σήμερα - Δείτε τον Χάρτη Πρόβλεψης της Πολιτικής Προστασίας",Ελλαδα,2023-07-27
625,Η Κατερίνα Σακελλαροπούλου συνομίλησε με ευρωπαίους ομολόγους της για τις πυρκαγιές,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/810331/sakellaropoulou-epikoinonies-gia-tis-purkagies-me-europaious-omologous-tis/,2023-07-26,17:33:12,Newsroom,Πυρκαγιές - Κατερίνα Σακελλαροπούλου: Τηληφωνικές επικοινωνίες της ΠτΔ για τις πυρκαγιές με ευρωπαίους ομολόγους της,Πολιτικη & Οικονομια,2023-07-26
626,Σήμα κινδύνου από την Πυροσβεστική: Η σημερινή μέρα είναι η δυσκολότερη όλου του καλοκαιριού,https://www.athensvoice.gr/epikairotita/ellada/810324/purkagies-i-simerini-mera-einai-i-duskoloteri-olou-tou-kalokairiou/,2023-07-26,16:19:53,Newsroom,Πυρκαγιές - Ενημέρωση Πυροσβεστικής: «Η σημερινή μέρα είναι η δυσκολότερη όλου του καλοκαιριού»,Ελλαδα,2023-07-26
627,Αναζωπυρώσεις στις πυρκαγιές στο νησί της Ρόδου,https://www.athensvoice.gr/epikairotita/ellada/810301/fotia-sti-rodo-anazopuroseis-stis-purkagies/,2023-07-26,12:47:00,Newsroom,Φωτιά στη Ρόδο: Αναζωπυρώσεις στις πυρκαγιές του νησιού,Ελλαδα,2023-07-26
628,Επτά περιφέρειες κινδυνεύουν σε ακραίο βαθμό για πυρκαγιά αύριο,https://www.athensvoice.gr/epikairotita/ellada/810293/kindunos-purkagias-akraios-se-epta-perifereies-tis-horas-aurio/,2023-07-26,11:52:42,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραίος σε επτά περιφέρειες της χώρας, αύριο - Δείτε τον Χάρτη Πρόβλεψης της Πολιτικής Προστασίας",Ελλαδα,2023-07-26
629,Δασικές φωτιές: Η ατιμωρησία και η σιωπή ανοίγουν την όρεξη,https://www.athensvoice.gr/epikairotita/ellada/810238/dasikes-foties-i-atimorisia-kai-i-siopi-anoigoun-tin-orexi/,2023-07-26,06:12:00,Λεωνίδας Καστανάς,"Οι πυρκαγιές στη χώρα μας, οι εμπρησμοί, ο θάνατος ανθρώπων και η ατιμωρησία",Ελλαδα,2023-07-26
630,"Ακραία υψηλός ο κίνδυνος πυρκαγιάς σε έξι περιφέρειες σήμερα, Τετάρτη",https://www.athensvoice.gr/epikairotita/ellada/810220/kindunos-purkagias-akraia-upsilos-se-exi-perifereies-simera-tetarti/,2023-07-26,04:22:14,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραία υψηλός σε έξι περιφέρειες σήμερα, Τετάρτη - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας",Ελλαδα,2023-07-26
631,Αδιάκοπη μάχη με τις φλόγες: Ανεξέλεγκτα μέτωπα σε Ρόδο και Κέρκυρα,https://www.athensvoice.gr/epikairotita/ellada/810208/purkagies-sunehizetai-i-mahi-se-rodo-kai-kerkura/,2023-07-25,17:14:47,Newsroom,Πυρκαγιές: Συνεχίζεται η μάχη της Πυροσβεστικής σε Ρόδο και Κέρκυρα - Καλύτερη εικόνα στην Κάρυστο,Ελλαδα,2023-07-25
632,Σε Ρόδο και Κέρκυρα τα σοβαρότερα μέτωπα των πυρκαγιών,https://www.athensvoice.gr/epikairotita/ellada/810177/purkagies-se-rodo-kai-kerkura-ta-sovarotera-metopa/,2023-07-25,13:01:57,Newsroom,Φωτιές - Ενημέρωση εκπροσώπου Τύπου ΠΣ: Σε Ρόδο και Κέρκυρα τα σοβαρότερα μέτωπα των πυρκαγιών,Ελλαδα,2023-07-25
633,"Ακραία υψηλός ο κίνδυνος πυρκαγιάς σε έξι περιφέρειες αύριο, Τετάρτη",https://www.athensvoice.gr/epikairotita/ellada/810166/kindunos-purkagias-akraia-upsilos-se-exi-perifereies-aurio-tetarti/,2023-07-25,11:16:03,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραία υψηλός σε έξι περιφέρειες αύριο, Τετάρτη - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας",Ελλαδα,2023-07-25
634,Φωτιές: Οι Ένοπλες Δυνάμεις  στα μέτωπα των πυρκαγιών,https://www.athensvoice.gr/epikairotita/ellada/810159/foties-oi-enoples-dunameis-sta-metopa-ton-purkagion/,2023-07-25,11:02:00,Newsroom,Φωτιές: Οι Ένοπλες Δυνάμεις στη μάχη. Διαθέτουν αεροσκάφη και ελικόπτερα σύμφωνα με τις ανάγκες και τις οδηγίες της Πολιτικής Προστασίας. Σε ισχύ μέτρα περιπόλων επιτήρησης. Σε ετοιμότητα τα νοσοκομεία,Ελλαδα,2023-07-25
635,Οριοθετήθηκε άμεσα η πυρκαγιά στο Τατόι,https://www.athensvoice.gr/epikairotita/ellada/810144/purkagia-sto-tatoi-oriothetithike-amesa/,2023-07-25,08:59:00,Newsroom,Πυρκαγιά στο Τατόι: Οριοθετήθηκε άμεσα - Στο σημείο επιχείρησαν 12 πυροσβέστες με 4 οχήματα,Ελλαδα,2023-07-25
636,"Ακραία υψηλός ο κίνδυνος πυρκαγιάς σε δύο περιφέρειες σήμερα, Τρίτη",https://www.athensvoice.gr/epikairotita/ellada/810104/kindunos-purkagias-akraia-upsilos-se-duo-perifereies-simera-triti/,2023-07-25,04:11:00,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραία υψηλός σε δύο περιφέρειες σήμερα, Τρίτη - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας",Ελλαδα,2023-07-25
637,Κάηκαν 300 ελαιόδεντρα από φωτιά στα Αργυραίικα Πηλίου,https://www.athensvoice.gr/epikairotita/ellada/810081/arguraiika-piliou-upo-elegho-dasiki-purkagia/,2023-07-24,12:22:25,Newsroom,Αντιμετωπίστηκε φωτιά στα Αργυραίικα Πηλίου – Προκλήθηκε από αυτοανάφλεξη οχήματος,Ελλαδα,2023-07-24
638,"Ακραία υψηλός ο κίνδυνος πυρκαγιάς σε δύο περιφέρειες αύριο, Τρίτη",https://www.athensvoice.gr/epikairotita/ellada/810079/kindunos-purkagias-akraia-upsilos-se-duo-perifereies-aurio-triti/,2023-07-24,12:06:44,Newsroom,"Κίνδυνος πυρκαγιάς: Ακραία υψηλός σε δύο περιφέρειες αύριο, Τρίτη - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας",Ελλαδα,2023-07-24
639,"Φαναράκια στη θάλασσα, στεφάνια και δάκρυα - Πέντε χρόνια από την πυρκαγιά στο Μάτι",https://www.athensvoice.gr/epikairotita/ellada/810077/purkagia-sto-mati-i-epeteios-ton-pede-hronon-apo-tin-tragodia/,2023-07-24,11:58:04,Newsroom,Πυρκαγιά στο Μάτι: Η επέτειος των πέντε χρόνων από την τραγωδία - Εικόνες από την εκδήλωση μνήμης,Ελλαδα,2023-07-24
640,Οι πυρκαγιές και η απανθρακωμένη σοβαρότητα,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/810059/oi-purkagies-kai-i-apanthrakomeni-sovarotita/,2023-07-24,10:23:43,Κώστας Κυριακόπουλος,"Οι δασικές πυρκαγιές, η επίρριψη ευθυνών και η τριτοκοσμική εικόνα της χώρας",Πολιτικη & Οικονομια,2023-07-24
641,Καλύτερη η εικόνα στα μέτωπα της πυρκαγιάς στην Κέρκυρα,https://www.athensvoice.gr/epikairotita/ellada/810055/kerkura-kaluteri-i-eikona-sta-metopa-tis-purkagias/,2023-07-24,10:08:12,Newsroom,Κέρκυρα: Καλύτερη η εικόνα στα μέτωπα της πυρκαγιάς - Καθοριστική η συμβολή των εναέριων μέσων,Ελλαδα,2023-07-24
642,Ακραίος κίνδυνος πυρκαγιάς και σήμερα για πέντε περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/810009/purkagies-akraios-kindunos-kai-simera-gia-pede-perifereies/,2023-07-24,04:23:00,Newsroom,"Πυκαγιές: Ακραίος κίνδυνος - κατάσταση συναγερμού σήμερα για τις περιφέρειες Αττικής, Στερεάς Ελλάδας, Πελοποννήσου, Δ. Ελλάδος, Νοτίου Αιγαίου",Ελλαδα,2023-07-24
643,Υπό έλεγχο η πυρκαγιά στις Γλαφυρές Βόλου,https://www.athensvoice.gr/epikairotita/ellada/810000/fotia-ston-volo-upo-elegho-i-purkagia-stis-glafures/,2023-07-23,18:30:43,Newsroom,Φωτιά στον Βόλο: Υπό έλεγχο η πυρκαγιά στις Γλαφυρές - Καθώς και στο Πεδίο Βολής του Στρατού,Ελλαδα,2023-07-23
644,Στο κόκκινο σήμερα η Αττική - Περιπολίες στα πάρκα και στα άλση,https://www.athensvoice.gr/epikairotita/ellada/809965/kindunos-purkagias-sto-kokkino-simera-i-attiki/,2023-07-23,12:51:04,Newsroom,Κίνδυνος πυρκαγιάς: Στο κόκκινο σήμερα η Αττική - Συστάσεις προς τους πολίτες,Ελλαδα,2023-07-23
645,Ακραίος κίνδυνος πυρκαγιάς και αύριο για πέντε περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/809960/purkagies-akraios-kindunos-kai-aurio-gia-pede-perifereies/,2023-07-23,12:30:00,Newsroom,"Πυκαγιές: Ακραίος κίνδυνος - κατάσταση συναγερμού αύριο για τις περιφέρειες Αττικής, Στερεάς Ελλάδας, Πελοποννήσου, Δ. Ελλάδος, Νοτίου Αιγαίου",Ελλαδα,2023-07-23
646,Διεθνές ενδιαφέρον για τις καταστροφικές πυρκαγιές στη Ρόδο,https://www.athensvoice.gr/epikairotita/ellada/809957/fotia-sti-rodo-diethni-mme-kaluptoun-tis-katastrofikes-purkagies/,2023-07-23,11:39:36,Newsroom,Φωτιά στη Ρόδο: Διεθνή πρακτορεία και πολυάριθμα διεθνή ΜΜΕ καλύπτουν εκτενώς τις καταστροφικές πυρκαγιές,Ελλαδα,2023-07-23
647,Πυρκαγιά σε δασική έκταση στην Εύβοια,https://www.athensvoice.gr/epikairotita/ellada/809956/fotia-tora-se-dasiki-ektasi-stin-euvoia/,2023-07-23,11:04:51,Newsroom,Φωτιά τώρα σε δασική έκταση στην Εύβοια - Επιχειρούν επίγειες και εναέριες δυνάμεις της Πυροσβεστικής,Ελλαδα,2023-07-23
648,Αρτοποιός για Ρόδο: Οι φωτιές μπαίνουν από ανθρώπινο χέρι - Εξετάζεται αν είναι από πρόθεση ή αμέλεια,https://www.athensvoice.gr/epikairotita/ellada/809947/fotia-sti-rodo-artopoios-oi-purkagies-bainoun-apo-anthropino-heri/,2023-07-23,08:17:14,Newsroom,Φωτιά στη Ρόδο - Γιάννης Αρτοποιός: Οι φωτιές μπαίνουν από ανθρώπινο χέρι - Εξετάζεται αν είναι από πρόθεση ή αμέλεια,Ελλαδα,2023-07-23
649,"Ακραίος κίνδυνος πυρκαγιάς την Κυριακή, για πρώτη φορά φέτος",https://www.athensvoice.gr/epikairotita/ellada/809918/akraios-kindunos-purkagias-aurio-kuriaki-23-iouliou/,2023-07-22,12:10:39,Newsroom,"Για ακραίο κίνδυνο πυρκαγιάς αύριο, Κυριακή 23 Ιουλίου, προειδοποιεί η γ.γ. Πολιτικής Προστασίας - Ποιες περιοχές βρίσκονται σε «κόκκινο συναγερμό».",Ελλαδα,2023-07-22
650,Πολύ υψηλός κίνδυνος πυρκαγιάς σε επτά Περιφέρειες σήμερα Σάββατο,https://www.athensvoice.gr/epikairotita/ellada/809907/oi-periohes-upsilou-kindunou-purkagias-simera-savvato/,2023-07-22,06:08:00,Newsroom,"Ποιες περιοχές εμφανίζουν υψηλό κίνδυνο πυρκαγιάς σήμερα Σάββατο, 22 Ιουλίου.",Ελλαδα,2023-07-22
651,Πόσο κινδυνεύει το σπίτι σας από πυρκαγιές; Ηλεκτρονικό εργαλείο δίνει την απάντηση,https://www.athensvoice.gr/epikairotita/ellada/809817/purkagies-ilektroniko-ergaleio-gia-axiologisi-kindunou-katoikion/,2023-07-21,07:24:15,Newsroom,Πυρκαγιές: Αξιολόγηση κινδύνου κατοικίας μέσω διαδικτυακού ερωτηματολογίου,Ελλαδα,2023-07-21
652,Aντιμέτωπη με τον φόβο των πυρκαγιών η Ε.Ε.,https://www.athensvoice.gr/life/perivallon/809770/adimetopi-me-ton-fovo-ton-purkagion-i-ee/,2023-07-21,05:09:01,clima21 team,Η κλιματική αλλαγή αναγκάζει την Ευρωπαϊκή Ένωση να ενισχύσει την αντιπυρική προστασία της διπλασιάζοντας τον στόλο των πυροσβεστικών εναέριων μέσων.,Περιβαλλον,2023-07-21
653,Βελτιωμένη εικόνα σε Μάνδρα και Λακωνία – Μαίνεται η φωτιά στη Ρόδο,https://www.athensvoice.gr/epikairotita/ellada/809794/purkagies-veltiomeni-eikona-se-mandra-mahi-me-tis-floges-sti-rodo/,2023-07-21,04:41:11,Newsroom,"Φωτιές: Μάχη με τις αναζωπυρώσεις στη Δυτική Αττική, μαίνεται η πυρκαγιά στη Ρόδο",Ελλαδα,2023-07-21
654,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα σε οκτώ περιοχές της Ελλάδας,https://www.athensvoice.gr/epikairotita/ellada/809792/kindunos-purkagias-simera-oi-okto-periohes/,2023-07-21,04:16:00,Newsroom,Κίνδυνος πυρκαγιάς σήμερα: Πολύ υψηλός σε οκτώ περιοχές της Ελλάδας - Κατηγορία κινδύνου 4,Ελλαδα,2023-07-21
655,"Πολύ υψηλός κίνδυνος πυρκαγιάς και για σήμερα, Πέμπτη 20 Ιουλίου",https://www.athensvoice.gr/epikairotita/ellada/809654/kindunos-purkagias-polu-upsilos-kai-gia-simera-pebti-20-iouliou/,2023-07-20,04:11:14,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός και για σήμερα, Πέμπτη 20 Ιουλίου - Ποιες περιοχές απειλούνται περισσότερο",Ελλαδα,2023-07-20
656,"Αναζωπύρωση στα Δερβενοχώρια, ανησυχία για τον Δρυμό της Πάρνηθας",https://www.athensvoice.gr/epikairotita/ellada/809575/purkagies-erhetai-voitheia-apo-roumania-slovakia-polonia/,2023-07-19,15:40:00,Newsroom,"Φωτιά Δερβενοχώρια: Σοβαρή αναζωπύρωση οδηγεί σε άμεση εκκένωση του χωριού Λεύκα, ενώ δίνεται μάχη να μην ξεφύγει προς το Δρυμό της Πάρνηθας - Με επιτυχία αντιμετωπίστηκε η εξάπλωση του μετώπου που απειλούσε τον οικισμό Άνω Βλυχάδα",Ελλαδα,2023-07-19
657,Timelapse βίντεο δείχνει πώς οι καπνοί από τις φωτιές των τελευταίων ωρών έφτασαν στην Κρήτη,https://www.athensvoice.gr/epikairotita/ellada/809620/fotia-tora-timelapse-deihnei-tin-exelixi-ton-purkagion/,2023-07-19,15:33:05,Newsroom,"Ορατές από το διάστημα σε Κουβαρά, Δερβενοχώρια, Λουτράκι - Δείτε βίντεο",Ελλαδα,2023-07-19
658,Ενημερώθηκε ο Κυρ. Μητσοτάκης για τις εξελίξεις στα πύρινα μέτωπα,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/809568/purkagies-oloklirothike-i-suskepsi-upo-ton-prothupourgo/,2023-07-19,11:49:00,Newsroom,Ολοκληρώθηκε η σύσκεψη για τις πυρκαγιές υπό τον Κυριάκο Μητσοτάκη στο Ενιαίο Συντονιστικό Κέντρο Επιχειρήσεων,Πολιτικη & Οικονομια,2023-07-19
659,"Πολύ υψηλός κίνδυνος πυρκαγιάς και για αύριο, Πέμπτη 20 Ιουλίου",https://www.athensvoice.gr/epikairotita/ellada/809567/kindunos-purkagias-polu-upsilos-kai-gia-aurio-pebti-20-iouliou/,2023-07-19,11:28:00,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός και για αύριο, Πέμπτη 20 Ιουλίου - Ποιες περιοχές απειλούνται περισσότερο",Ελλαδα,2023-07-19
660,Ανδρουλάκης: «Κροκοδείλια δάκρυα αντί πολιτικών πρωτοβουλιών από την κυβέρνηση»,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/809552/androulakis-gia-purkagies-krokodeilia-dakrua-apo-tin-kuvernisi/,2023-07-19,10:11:00,Newsroom,Νίκος Ανδρουλάκης: Ο πρόεδρος του ΠΑΣΟΚ-ΚΙΝΑΛ στις πληγείσες περιοχές του δήμου Σαρωνικού,Πολιτικη & Οικονομια,2023-07-19
661,Κικίλιας για φωτιές: «Δεν νοείται πρόκληση πυρκαγιάς από αμέλεια»,https://www.athensvoice.gr/epikairotita/ellada/809539/kikilias-gia-foties-den-noeitai-proklisi-purkagias-apo-ameleia/,2023-07-19,09:07:00,Newsroom,Βασίλης Κικίλιας: Το μήνυμα του υπουργού Κλιματικής Κρίσης και Πολιτικής Προστασίας για τις φωτιές - Έκκληση στους πολίτες,Ελλαδα,2023-07-19
662,Πολύ υψηλός κίνδυνος πυρκαγιάς για έξι περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/809505/kindunos-purkagias-polu-upsilos-gia-exi-perifereies-tis-horas/,2023-07-19,04:49:00,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός για έξι περιφέρειες της χώρας - Ο χάρτης που εκδίδει η Γενική Γραμματεία Πολιτικής Προστασίας,Ελλαδα,2023-07-19
663,"Τρίτη ημέρα «μάχη» με τις φλόγες - Συνεχείς αναζωπυρώσεις στο Λουτράκι, εκκενώνονται οικισμοί στη Μάνδρα",https://www.athensvoice.gr/epikairotita/ellada/809499/purkagies-suneheis-anazopuroseis-sto-loutraki-ekkenonodai-oikismoi-sti-mandra/,2023-07-19,04:12:00,Newsroom,"Πυρκαγιές: Συνεχείς αναζωπυρώσεις στο Λουτράκι, εκκενώνονται οικισμοί στη Μάνδρα - Για ποια μέτωπα ανησυχεί η Πυροσβεστική",Ελλαδα,2023-07-19
664,Στο υπ. Πολιτικής Προστασίας για τις πυρκαγιές ο Κυριάκος Μητσοτάκης,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/809456/purkagies-sto-up-klimatikis-krisis-o-mitsotakis/,2023-07-18,14:49:00,Newsroom,Ο Κυριάκος Μητσοτάκης επέστρεψε νωρίτερα από τις Βρυξέλλες λόγω των πυρκαγιών,Πολιτικη & Οικονομια,2023-07-18
665,Σε ποιες περιοχές θα είναι πολύ υψηλός ο κίνδυνος πυρκαγιάς αύριο,https://www.athensvoice.gr/epikairotita/ellada/809432/fotia-tora-polu-upsilos-kindunos-purkagias-tin-tetarti/,2023-07-18,12:03:10,Newsroom,«Κόκκινος» συναγερμός για τον κίνδυνο πυρκαγιάς σε 6 Περιφέρειες την Τετάρτη,Ελλαδα,2023-07-18
666,Επιστρέφει εκτάκτως ο Mητσοτάκης από Βρυξέλλες λόγω πυρκαγιών,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/809423/purkagies-epistrefei-apo-tis-vruxelles-o-mitsotakis/,2023-07-18,11:10:00,Newsroom,Κυριάκος Μητσοτάκης: Επιστρέφει νωρίτερα από τις Βρυξέλλες λόγω πυρκαγιών,Πολιτικη & Οικονομια,2023-07-18
667,Δύσκολη νύχτα σε Κορινθία και Βοιωτία - Μάχη με τις φλόγες,https://www.athensvoice.gr/epikairotita/ellada/809354/purkagies-duskoli-nuhta-se-korinthia-kai-voiotia/,2023-07-17,20:17:10,Γιώργος Σόμπολος,Πυρκαγιές: Δύσκολη νύχα αναμένεται για τους κατοίκους της Κορινθίας και της Βοιωτίας - Μαίνονται οι φωτιές,Ελλαδα,2023-07-17
668,Σε ξενοδοχεία οι πληγέντες από τις σημερινές πυρκαγιές,https://www.athensvoice.gr/epikairotita/ellada/809344/foties-se-xenodoheia-oi-pligedes-apo-tis-simerines-purkagies/,2023-07-17,18:00:00,Newsroom,Πύρινα μέτωπα: Σε ξενοδοχεία για προσωρινή φιλοξενία οι πληγέντες από τις σημερινές πυρκαγιές,Ελλαδα,2023-07-17
669,Omnia by Spyros Metaxas: Μαγικές βραδιές στο δροσερότατο Green Park,https://www.athensvoice.gr/life/life-in-athens/809326/omnia-by-spyros-metaxas-magikes-vradies-sto-droserotato-green-park/,2023-07-17,14:42:45,Μανίνα Ζουμπουλάκη,Omnia: Το Green Park κρατάει δροσιά μέχρι και τον Αύγουστο με τον πολυπλατινένιο μουσικό παραγωγό Σπύρο Μεταξά.,Life in Athens,2023-07-17
670,Πολύ υψηλός ο κίνδυνος πυρκαγιάς σήμερα σε έξι περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/809246/purkagia-polu-upsilos-o-kindunos-simera-se-exi-perifereies/,2023-07-17,04:16:22,Newsroom,Πυρκαγιά: Πολύ υψηλός ο κίνδυνος σήμερα σε έξι περιφέρειες - «Καμπανάκι» από την Πολιτική Προστασία,Ελλαδα,2023-07-17
671,Πολύ υψηλός και αύριο Δευτέρα ο κίνδυνος πυρκαγιάς,https://www.athensvoice.gr/epikairotita/ellada/809187/kindunos-purkagias-oi-periohes-stin-katigoria-4-aurio-deutera/,2023-07-16,13:32:00,Newsroom,Κίνδυνος πυρκαγιάς: Οι περιοχές σε κατηγορία 4 - Προειδοποίηση και οδηγίες για τις υψηλές θερμοκρασίες,Ελλαδα,2023-07-16
672,SOS για τον κίνδυνο πυρκαγιάς - Σε κόκκινο συναγερμό έξι περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/809173/kausonas-kleon-sos-gia-ton-kinduno-purkagias-tin-kuriaki/,2023-07-16,10:24:34,Newsroom,"Καύσωνας Κλέων: Tα μελτέμια, σε συνδυασμό με τις υψηλές θερμοκρασίες, αυξάνουν τον κίνδυνο πυρκαγιάς",Ελλαδα,2023-07-16
673,Οι πέντε Περιφέρειες που βρίσκονται σήμερα (15.7) σε πολύ υψηλό κίνδυνο πυρκαγιάς,https://www.athensvoice.gr/epikairotita/ellada/809058/kindunos-purkagias-simera-perifereies-stin-katigoria-4/,2023-07-15,04:40:05,Newsroom,Κίνδυνος πυρκαγιάς σήμερα: Η προειδοποίηση για πέντε Περιφέρειες και οι οδηγίες προστασίας,Ελλαδα,2023-07-15
674,Φωτιά σε δασική έκταση στην Εύβοια,https://www.athensvoice.gr/epikairotita/ellada/809044/fotia-tora-stin-euvoia-se-dasiki-ektasi/,2023-07-14,17:02:00,Newsroom,Φωτιά τώρα στην Εύβοια στην Περιοχή Πανόραμα - Καίει δάσος και χαμηλή βλάστηση,Ελλαδα,2023-07-14
675,Κίνδυνος πυρκαγιάς: Ποιες περιοχές βρίσκονται αύριο σε κατηγορία κινδύνου 4,https://www.athensvoice.gr/epikairotita/ellada/809020/kindunos-purkagias-poies-periohes-vriskodai-aurio-se-katigoria-kindunou-4/,2023-07-14,15:10:12,Newsroom,Κίνδυνος πυρκαγιάς: Οι πέντε περιφέρειες της χώρας που θα βρίσκονται αύριο σε κατηγορία κινδύνου 4,Ελλαδα,2023-07-14
