index,title,article_url,date,time,author,excerpt,section,date_dt
238,Πολύ υψηλός κίνδυνος πυρκαγιάς (κατηγορία 4) την Παρασκευή σε τρεις Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/861146/kindunos-purkagias-upsilos-se-aigaio-kai-kriti-tin-paraskeui/,2024-07-25,11:18:48,Newsroom,Κίνδυνος πυρκαγιάς: Υψηλός σε Αιγαίο και Κρήτη την Παρασκευή - Ποιες περιοχές είναι στο «κόκκινο»,Ελλαδα,2024-07-25
239,"Κίνδυνος πυρκαγιάς σήμερα, Πέμπτη (25.7) σε Αχαΐα, Ηλεία και Μεσσηνία",https://www.athensvoice.gr/epikairotita/ellada/861049/kindunos-purkagias-upsilos-simera-257-se-ahaia-ileia-kai-messinia/,2024-07-25,04:19:17,Newsroom,"Κίνδυνος πυρκαγιάς: Υψηλός σήμερα (25.7) σε Αχαΐα, Ηλεία και Μεσσηνία - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-25
240,"Υψηλός κίνδυνος πυρκαγιάς σήμερα, Τετάρτη (24.7) σε Αττική, Εύβοια και Κρήτη",https://www.athensvoice.gr/epikairotita/ellada/860859/kindunos-purkagias-upsilos-simera-247-se-attiki-euvoia-kai-kriti/,2024-07-24,04:16:28,Newsroom,"Κίνδυνος πυρκαγιάς: Υψηλός σήμερα (24.7) σε Αττική, Εύβοια και Κρήτη - Ποιες άλλες περιοχές απειλούνται",Ελλαδα,2024-07-24
241,"Υψηλός κίνδυνος πυρκαγιάς αύριο, Τετάρτη (24.7) σε Αττική, Εύβοια και Κρήτη",https://www.athensvoice.gr/epikairotita/ellada/860746/kindunos-purkagias-upsilos-aurio-247-se-attiki-euvoia-kai-kriti/,2024-07-23,11:11:48,Newsroom,"Κίνδυνος πυρκαγιάς: Υψηλός αύριο (24.7) σε Αττική, Εύβοια και Κρήτη - Ποιες άλλες περιοχές απειλούνται",Ελλαδα,2024-07-23
242,Υψηλός κίνδυνος πυρκαγιάς σήμερα Τρίτη (23.7) σε δώδεκα περιοχές,https://www.athensvoice.gr/epikairotita/ellada/860670/kindunos-purkagias-katigoria-3-simera-triti-237-se-dodeka-periohes/,2024-07-23,04:31:24,Newsroom,Κίνδυνος πυρκαγιάς: Κατηγορία 3 σήμερα Τρίτη (23.7) σε δώδεκα περιοχές - Οι περιοχές που κινδυνεύουν περισσότερο,Ελλαδα,2024-07-23
243,6 χρόνια από την τραγωδία στο Μάτι,https://www.athensvoice.gr/epikairotita/ellada/860666/san-simera-23-iouliou-2018-i-foniki-purkagia-sto-mati/,2024-07-23,04:08:29,A.V. Team,"Σαν σήμερα, 23 Ιουλίου 2018, η φονική πυρκαγιά στο Μάτι - Το χρονικό και η δικαστική απόφαση που προκάλεσε αντιδράσεις",Ελλαδα,2024-07-23
244,Αποσύρεται ο βασικός χρηματοδότης του Μπάιντεν - Ούτε ένα δολάριο στην Κάμαλα Χάρις,https://www.athensvoice.gr/epikairotita/diethni/860619/kamala-haris-hrimatodotis-baiden/,2024-07-22,14:36:00,Newsroom,Αποσύρεται ο βασικός χρηματοδότης του Μπάιντεν - Ούτε ένα δολάριο στην Κάμαλα Χάρις,Κοσμος,2024-07-22
245,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα Δευτέρα (22.7) σε δύο Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/860462/kindunos-purkagias-katigoria-4-simera-deutera-227-se-duo-perifereies/,2024-07-22,04:24:25,Newsroom,Κίνδυνος πυρκαγιάς: Σε κατηγορία 4 σήμερα Δευτέρα (22.7) δύο Περιφέρειες - Ποιες περιοχές είναι στο «κόκκινο»,Ελλαδα,2024-07-22
246,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο Δευτέρα (22.7) σε δύο Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/860419/kindunos-purkagias-se-katigoria-4-aurio-deutera-227-duo-perifereies/,2024-07-21,11:12:23,Newsroom,Κίνδυνος πυρκαγιάς: Σε κατηγορία 4 αύριο Δευτέρα (22.7) δύο Περιφέρειες - Ο χάρτης της ΓΓΠΠ,Ελλαδα,2024-07-21
247,Πολύ αυξημένος ο κίνδυνος πυρκαγιάς σε 5 περιοχές το Σάββατο,https://www.athensvoice.gr/epikairotita/ellada/860265/polu-upsilos-kindunos-purkagias-aurio-207-se-treis-perifereies/,2024-07-19,11:16:44,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (20.7) σε πέντε Περιφέρειες - Ποιες περιφέρειες είναι «πορτοκαλί»,Ελλαδα,2024-07-19
248,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα σε έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/860184/polu-upsilos-kindunos-purkagias-simera-197-se-exi-perifereies/,2024-07-19,04:27:09,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (19.7) σε έξι Περιφέρειες - Οι «πορτοκαλί» περιοχές,Ελλαδα,2024-07-19
249,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (19.7) σε έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/860103/polu-upsilos-kindunos-purkagias-aurio-197-se-exi-perifereies/,2024-07-18,11:39:03,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (19.7) σε έξι Περιφέρειες - Οι «πορτοκαλί» περιοχές,Ελλαδα,2024-07-18
250,Γαλλία: Τουλάχιστον 7 οι νεκροί από πυρκαγιά που ξέσπασε σε κτίριο στη Νίκαια,https://www.athensvoice.gr/epikairotita/diethni/860068/gallia-7-oi-nekroi-apo-purkagia-pou-xespase-se-ktirio-sti-nikaia/,2024-07-18,09:31:13,Newsroom,Γαλλία: 7 οι νεκροί από πυρκαγιά που ξέσπασε σε κτίριο στη Νίκαια - Οι αρχές κάνουν λόγο για εγκληματική ενέργεια,Κοσμος,2024-07-18
251,Πυρκαγιά σε εμπορικό κέντρο της Κίνας με τουλάχιστον 16 νεκρούς,https://www.athensvoice.gr/epikairotita/diethni/860002/kina-purkagia-se-eboriko-kedro-toulahiston-16-nekroi/,2024-07-18,04:42:51,Newsroom,"Κίνα: Πυρκαγιά σε εμπορικό κέντρο, τουλάχιστον 16 νεκροί - Γιατί είναι τόσο συχνές οι φωτιές και τα θανατηφόρα δυστυχήματα στη χώρα",Κοσμος,2024-07-18
252,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (18.7) σε επτά Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/859998/polu-upsilos-kindunos-purkagias-simera-187-se-epta-perifereies/,2024-07-18,04:25:40,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (18.7) σε επτά Περιφέρειες - Οι περιοχές που κινδυνεύουν περισσότερο,Ελλαδα,2024-07-18
253,Μέτσολα: «Η Ευρώπη δεν θα είναι ποτέ ολόκληρη όσο η Κύπρος παραμένει διαιρεμένη»,https://www.athensvoice.gr/epikairotita/diethni/859965/metsola-oi-prokliseis-tis-kuprou-einai-kai-dikes-mas-prokliseis/,2024-07-17,16:30:08,Newsroom,"50 χρόνια από την τουρκική εισβολή στην Κύπρο: Η δήλωση της Ρομπέρτα Μέτσολα - «Οι διαιρέσεις δεν έχουν θέση στην ΕΕ», τονίζει η πρόεδρος του Ευρωκοινοβουλίου",Κοσμος,2024-07-17
254,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (18.7) σε επτά Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/859874/polu-upsilos-kindunos-purkagias-aurio-187-se-epta-perifereies/,2024-07-17,10:19:18,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (18.7) σε επτά Περιφέρειες - Οι «πορτοκαλί» περιοχές,Ελλαδα,2024-07-17
255,Κορυδαλλός: Πυρκαγιά σε υπόγειο τα ξημερώματα,https://www.athensvoice.gr/epikairotita/ellada/859793/korudallos-purkagia-se-upogeio-ta-ximeromata/,2024-07-17,05:16:55,Newsroom,Κορυδαλλός: Πυρκαγιά σε υπόγειο τα ξημερώματα - Οριοθετήθηκε γρήγορα από την Πυροσβεστική,Ελλαδα,2024-07-17
256,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (17.7) σε έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/859782/polu-upsilos-kindunos-purkagias-simera-177-se-exi-perifereies/,2024-07-17,04:22:27,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (17.7) σε έξι Περιφέρειες - Οι «πορτοκαλί» περιοχές,Ελλαδα,2024-07-17
257,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (17.7) σε έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/859682/polu-upsilos-kindunos-purkagias-aurio-177-se-exi-perifereies/,2024-07-16,10:58:03,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (17.7) σε έξι Περιφέρειες - Σε κατηγορία κινδύνου 4 και η Αττική,Ελλαδα,2024-07-16
258,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (16.7) σε επτά περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/859588/kindunos-purkagias-polu-upsilos-simera-167-se-epta-perifereies/,2024-07-16,04:13:04,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός σήμερα (16.7) σε επτά περιφέρειες - Ποιες περιοχές είναι στο «κόκκινο»,Ελλαδα,2024-07-16
259,Φωτιά σε δασική έκταση στο χωριό Κυριακή στο Σουφλί,https://www.athensvoice.gr/epikairotita/ellada/859521/fotia-tora-sto-soufli-se-dasiki-ektasi-sto-horio-kuriaki/,2024-07-15,12:42:09,Newsroom,Φωτιά τώρα στο Σουφλί: Σε δασική έκταση στο χωριό Κυριακή - Επιχειρούν εναέρια μέσα,Ελλαδα,2024-07-15
260,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (16.7) σε επτά περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/859506/kindunos-purkagias-polu-upsilos-aurio-167-se-epta-perifereies/,2024-07-15,11:34:18,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο (16.7) σε επτά περιφέρειες - Ποιες περιοχές είναι στο «κόκκινο»,Ελλαδα,2024-07-15
261,Κορωνοϊός: Επιστρέφουν οι μάσκες και τα rapid test στο νοσοκομείο «Μεταξά»,https://www.athensvoice.gr/epikairotita/ellada/859437/koronoios-epistrefoun-maskes-kai-rapid-test-sto-nosokomeio-metaxa/,2024-07-15,06:51:00,Newsroom,Κορωνοϊός: Επιστρέφουν μάσκες και rapid test στο νοσοκομείο Μεταξά - Η ανακοίνωση του διοικητή,Ελλαδα,2024-07-15
262,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (15.7) σε επτά περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/859385/kindunos-purkagias-polu-upsilos-simera-157-se-epta-perifereies/,2024-07-15,04:27:49,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ υψηλός σήμερα (15.7) σε επτά περιφέρειες - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-07-15
263,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο σε επτά περιφέρειες της χώρας,https://www.athensvoice.gr/epikairotita/ellada/859360/politiki-prostasia-polu-upsilos-kindunos-purkagias-aurio-se-epta-perifereies/,2024-07-14,19:48:00,Newsroom,Πολιτική Προστασία: Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο σε επτά περιφέρειες,Ελλαδα,2024-07-14
264,Πυροσβεστική: Είκοσι έξι πυρκαγιές το τελευταίο 24ωρο σε όλη τη χώρα,https://www.athensvoice.gr/epikairotita/ellada/859359/purosvestiki-eikosi-exi-purkagies-to-teleutaio-24oro-se-oli-ti-hora/,2024-07-14,19:22:00,Newsroom,Πυροσβεστική: Είκοσι έξι πυρκαγιές το τελευταίο 24ωρο σε όλη τη χώρα,Ελλαδα,2024-07-14
265,Πυρκαγιά στη Χίο σε περιοχή με μαστιχόδεντρα - Μήνυμα του 112,https://www.athensvoice.gr/epikairotita/ellada/859330/fotia-hios-purkagia-metaxu-ton-horion-komis-kai-kalamotis/,2024-07-14,11:44:46,Newsroom,"Χίος: Πυρκαγιά μεταξύ των χωριών Κώμης και Καλαμωτής, σε περιοχή με μαστιχόδεντρα - Ήχησε το 112 - Πνέουν ισχυροί άνεμοι.",Ελλαδα,2024-07-14
266,"Πολύ υψηλός κίνδυνος πυρκαγιάς την Κυριακή σε Αττική, Κρήτη, Κορινθία, Αργολίδα, Βοιωτία, Εύβοια, Έβρο, Ροδόπη",https://www.athensvoice.gr/epikairotita/ellada/859291/politiki-prostasia-kindunos-purkagias-se-okto-periohes-gia-aurio-kuriaki/,2024-07-13,20:10:00,Newsroom,Πολιτική Προστασία: Κίνδυνος πυρκαγιάς σε οκτώ περιοχές για αύριο Κυριακή,Ελλαδα,2024-07-13
267,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο σε οκτώ περιοχές της χώρας,https://www.athensvoice.gr/epikairotita/ellada/859259/kindunos-purkagias-polu-upsilos-aurio-147-se-8-periohes/,2024-07-13,10:59:00,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο, Κυριακή 14 Ιουλίου σε 8 περιοχές της Ελλάδας - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας.",Ελλαδα,2024-07-13
268,Πολύ υψηλός κίνδυνος πυρκαγιάς το Σάββατο στην Περιφέρεια Κρήτης,https://www.athensvoice.gr/epikairotita/ellada/859143/polu-upsilos-kindunos-purkagias-to-savvato-stin-perifereia-kritis/,2024-07-12,11:05:14,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς το Σάββατο στην Περιφέρεια Κρήτης - Δείτε τον χάρτη της ΓΓΠΠ,Ελλαδα,2024-07-12
269,Χωρίς ενεργό μέτωπο η φωτιά στην Στιμάγκα Κορινθίας,https://www.athensvoice.gr/epikairotita/ellada/859068/fotia-korinthia-horis-energo-metopo-i-purkagia/,2024-07-12,05:29:46,Newsroom,Φωτιά Κορινθία: Χωρίς ενεργό μέτωπο -  Κίνδυνος πυρκαγιάς σήμερα - Στο «πορτοκαλί» Έβρος και Ροδόπη,Ελλαδα,2024-07-12
270,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα -  Στο «πορτοκαλί» Έβρος και Ροδόπη,https://www.athensvoice.gr/epikairotita/ellada/859062/polu-upsilos-kindunos-purkagias-simera-se-evro-kai-rodopi/,2024-07-12,04:36:34,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα σε Έβρο και Ροδόπη - Έντονα μελτέμια και υψηλές θερμοκρασίες δημιουργούν ένα «επικίνδυνο» κοκτέιλ,Ελλαδα,2024-07-12
271,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (11.7) σε Έβρο και Ροδόπη,https://www.athensvoice.gr/epikairotita/ellada/858933/polu-upsilos-kindunos-purkagias-aurio-117-se-evro-kai-rodopi/,2024-07-11,11:54:21,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (11.7) σε Έβρο και Ροδόπη - Δείτε τον χάρτη της ΓΓΠΠ,Ελλαδα,2024-07-11
272,"Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα, Πέμπτη 11 Ιουλίου",https://www.athensvoice.gr/epikairotita/ellada/858821/kindunos-purkagias-polu-upsilos-simera-pebti-11-iouliou/,2024-07-11,04:31:32,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός σήμερα, Πέμπτη 11 Ιουλίου - Οι «πορτοκαλί» περιοχές",Ελλαδα,2024-07-11
273,"Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο, Πέμπτη 11 Ιουλίου",https://www.athensvoice.gr/epikairotita/ellada/858677/kindunos-purkagias-polu-upsilos-aurio-pebti-11-iouliou/,2024-07-10,10:25:00,Newsroom,"Κίνδυνος πυρκαγιάς: Πολύ υψηλός αύριο, Πέμπτη 11 Ιουλίου - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-10
274,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα - Σε συναγερμό 6 περιοχές,https://www.athensvoice.gr/epikairotita/ellada/858592/kindunos-purkagias-polu-duskoli-i-tetarti-logo-kausona-kai-anemon/,2024-07-10,04:16:35,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ δύσκολη η Τετάρτη λόγω καύσωνα και ανέμων - Σε συναγερμό 6 περιοχές - Ο Βασίλης Κικίλιας εφιστά την προσοχή,Ελλαδα,2024-07-10
275,Μεγάλη πυρκαγιά στις Αχαρνές - Ήχησε το 112,https://www.athensvoice.gr/epikairotita/ellada/858588/megali-purkagia-stis-aharnes-ihise-to-112/,2024-07-09,22:28:27,Newsroom,"Σε εξέλιξη τώρα μεγάλη πυρκαγιά στη Λεωφόρο Καραμανλή, ενώ ήχησε το 112",Ελλαδα,2024-07-09
276,«Πολύ δύσκολη η αυριανή ημέρα για πυρκαγιές»: Σε συναγερμό 6 περιοχές της χώρας την Τετάρτη,https://www.athensvoice.gr/epikairotita/ellada/858583/kindunos-purkagias-polu-duskoli-i-tetarti-logo-kausona-kai-anemon/,2024-07-09,19:52:00,Newsroom,Κίνδυνος πυρκαγιάς: Πολύ δύσκολη η Τετάρτη λόγω καύσωνα και ανέμων - Σε συναγερμό 6 περιοχές - Ο Βασίλης Κικίλιας εφιστά την προσοχή,Ελλαδα,2024-07-09
277,Πολύ υψηλός κίνδυνος πυρκαγιάς σε πέντε Περιφέρειες αύριο Τετάρτη (10.7),https://www.athensvoice.gr/epikairotita/ellada/858478/polu-upsilos-kindunos-purkagias-se-pede-perifereies-aurio-tetarti/,2024-07-09,10:32:00,Newsroom,Πολύ υψηλός κίνδυνος πυρκαγιάς σε πέντε Περιφέρειες αύριο Τετάρτη - Σε κατηγορία κινδύνου 4 η Αττική,Ελλαδα,2024-07-09
278,Σφοδρή πυρκαγιά στην Αλβανία - Κοντά στα σύνορα με την Ελλάδα,https://www.athensvoice.gr/epikairotita/diethni/858454/alvania-megali-purkagia-stin-periohi-tou-argurokastrou/,2024-07-09,09:35:11,Newsroom,Αλβανία: Μεγάλη πυρκαγιά στην περιοχή του Αργυροκάστρου - Κοντά στα σύνορα με την Ελλάδα - Επιχειρούν δεκάδες στρατιώτες και πυροσβέστες.,Κοσμος,2024-07-09
279,Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα (9.7) σε τέσσερις Περιφέρειες της Ελλάδας,https://www.athensvoice.gr/epikairotita/ellada/858396/kindunos-purkagias-simera-triti-se-tesseris-perifereies-tis-elladas/,2024-07-09,04:17:24,Newsroom,Κίνδυνος πυρκαγιάς σήμερα Τρίτη σε τέσσερις Περιφέρειες της Ελλάδας - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-07-09
280,Έλεγχοι με drones και φύλαξη στις περιοχές πρασίνου της Αθήνας λόγω πολύ υψηλού κινδύνου πυρκαγιάς,https://www.athensvoice.gr/epikairotita/ellada/858338/dimos-athinaion-auximena-metra-asfaleias-logo-kindunou-purkagias/,2024-07-08,14:38:30,Newsroom,Δήμος Αθηναίων: Αυξημένα μέτρα ασφαλείας λόγω κινδύνου πυρκαγιάς - Σε ετοιμότητα όλος ο μηχανισμός του Δήμου Αθηναίων,Ελλαδα,2024-07-08
281,Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο (9.7) σε τέσσερις Περιφέρειες της Ελλάδας,https://www.athensvoice.gr/epikairotita/ellada/858269/kindunos-purkagias-aurio-triti-se-tesseris-perifereies-tis-elladas/,2024-07-08,10:24:58,Newsroom,Κίνδυνος πυρκαγιάς αύριο Τρίτη σε τέσσερις Περιφέρειες της Ελλάδας - Δείτε τον χάρτη της ΓΓΠΠ,Ελλαδα,2024-07-08
282,"Κίνδυνος πυρκαγιάς σήμερα, Δευτέρα 8 Ιουλίου, σε 16 περιοχές",https://www.athensvoice.gr/epikairotita/ellada/858211/kindunos-purkagias-simera-deutera-8-iouliou-se-16-periohes/,2024-07-08,04:24:55,Newsroom,"Κίνδυνος πυρκαγιάς σήμερα, Δευτέρα 8 Ιουλίου, σε 16 περιοχές - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-08
283,Ακραίες θερμοκρασίες σαρώνουν τις δυτικές ΗΠΑ - Προειδοποιήσεις για υπερβολική ζέστη,https://www.athensvoice.gr/epikairotita/diethni/858177/kausonas-ipa/,2024-07-07,16:33:42,Newsroom,"ΗΠΑ: Θερμοκρασίες ρεκόρ σαρώνουν τα δυτικά, με τους Αμερικανούς αντιμέτωπους με ακραία ζέστη",Κοσμος,2024-07-07
284,Αυστραλία: Νεκρά 3 παιδιά σε πυρκαγιά - Ανθρωποκτονία από πρόθεση «βλέπει» η αστυνομία,https://www.athensvoice.gr/epikairotita/diethni/858132/australia-nekra-3-paidia-se-purkagia/,2024-07-07,06:01:52,Newsroom,Αυστραλία: Νεκρά 3 παιδιά σε πυρκαγιά - Το χρονικό του περιστατικού,Κοσμος,2024-07-07
285,"Υψηλός κίνδυνος πυρκαγιάς την Κυριακή, αναμένονται ισχυροί άνεμοι - Σε επιφυλακή ο κρατικός μηχανισμός",https://www.athensvoice.gr/epikairotita/ellada/858127/purkagia-upsilos-o-kindunos-simera-anamenodai-ishuroi-anemoi/,2024-07-07,04:59:57,Newsroom,"Πυρκαγιά: Υψηλός ο κίνδυνος σήμερα, αναμένονται ισχυροί άνεμοι - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-07
286,Υπό μερικό έλεγχο η φωτιά στον Ασπρόπυργο,https://www.athensvoice.gr/epikairotita/ellada/858114/fotia-ston-aspropurgo-upo-meriko-elegho-i-purkagia-se-hamili-vlastisi/,2024-07-06,17:42:02,Newsroom,Φωτιά στον Ασπρόπυργο: Υπό μερικό έλεγχο η πυρκαγιά σε χαμηλή βλάστηση,Ελλαδα,2024-07-06
287,Περισσότερα από 5.500 στρέμματα κάηκαν στην Αττική το προηγούμενο Σαββατοκύριακο,https://www.athensvoice.gr/epikairotita/ellada/857974/purkagies-stin-attiki-kaikan-5551-stremmata-to-savvatokuriako/,2024-07-05,11:57:10,Newsroom,Πυρκαγιές στην Αττική: Κάηκαν 5.551 στρέμματα το Σαββατοκύριακο - Τι έδειξε η Υπηρεσία Copernicus,Ελλαδα,2024-07-05
288,"Γλυκά Νερά: «Από ανάφλεξη μπαταρίας η φωτιά, αναλαμβάνουμε την ευθύνη» λέει η κατασκευάστρια εταιρεία του drone",https://www.athensvoice.gr/epikairotita/ellada/857860/fotia-sta-gluka-nera-apo-anaflexi-batarias-i-purkagia-leei-i-etaireia/,2024-07-04,20:14:20,Newsroom,Φωτιά στα Γλυκά Νερά: Από ανάφλεξη μπαταρίας η πυρκαγιά λέει η εταιρεία - H Spirit Aeronautical Systems έδωσε ένα πλήρες χρονικό του περιστατικού,Ελλαδα,2024-07-04
289,Καλύτερη η εικόνα της φωτιάς στα Γλυκά Νερά - Πώς ξέσπασε η πυρκαγιά,https://www.athensvoice.gr/epikairotita/ellada/857630/fotia-sta-gluka-nera-pos-xespase-i-purkagia/,2024-07-03,13:48:26,Newsroom,"Φωτιά στα Γλυκά Νερά: Πώς ξέσπασε η πυρκαγιά - Υπό μερικό έλεγχο οι φωτιές σε Κορωπί, Νέα Αρτάκη, Αρχαία Ολυμπία και Κοζάνη",Ελλαδα,2024-07-03
290,Πόσο προετοιμασμένη είναι η Ευρώπη για την αντιμετώπιση των δασικών πυρκαγιών;,https://www.athensvoice.gr/life/perivallon/857552/dasikes-purkagies-stin-europi-uparhei-proetoimasia-adimetopisis/,2024-07-03,09:05:00,Newsroom,Δασικές πυρκαγιές στην Ευρώπη: Υπάρχει προετοιμασία αντιμετώπισης; - Το παράδειγμα της Πορτογαλίας,Περιβαλλον,2024-07-03
291,"Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα, Τετάρτη 3 Ιουλίου, σε Χανιά, Κύθηρα και Λακωνία",https://www.athensvoice.gr/epikairotita/ellada/857470/kindunos-purkagias-simera-tetarti-3-iouliou-se-treis-periohes/,2024-07-03,04:19:36,Newsroom,"Κίνδυνος πυρκαγιάς σήμερα, Τετάρτη 3 Ιουλίου, σε τρεις περιοχές - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-03
292,"Πολύ υψηλός κίνδυνος πυρκαγιάς αύριο, Τετάρτη 3 Ιουλίου, σε Χανιά, Κύθηρα και Λακωνία",https://www.athensvoice.gr/epikairotita/ellada/857355/kindunos-purkagias-aurio-tetarti-3-iouliou-se-treis-periohes/,2024-07-02,10:37:10,Newsroom,"Κίνδυνος πυρκαγιάς αύριο, Τετάρτη 3 Ιουλίου, σε τρεις περιοχές - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-02
293,"Υψηλός κίνδυνος πυρκαγιάς σήμερα, Τρίτη 2 Ιουλίου, σε πολλές περιοχές",https://www.athensvoice.gr/epikairotita/ellada/857267/kindunos-purkagias-simera-triti-2-iouliou-se-polles-periohes/,2024-07-02,04:16:04,Newsroom,"Κίνδυνος πυρκαγιάς σήμερα, Τρίτη 2 Ιουλίου, σε πολλές περιοχές - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-02
294,Κυριάκος Μητσοτάκης στο υπουργικό: Οι πυρκαγιές δοκιμάζουν τη χώρα,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/857153/kuriakos-mitsotakis-sto-upourgiko-oi-purkagies-dokimazoun-ti-hora/,2024-07-01,08:41:00,Newsroom,Κυριάκος Μητσοτάκης: Η εισαγωγική τοποθέτηση του πρωθυπουργού στο Υπουργικό Συμβούλιο,Πολιτικη & Οικονομια,2024-07-01
295,"Πολύ υψηλός κίνδυνος πυρκαγιάς σήμερα, Δευτέρα 1η Ιουλίου, στην Περιφέρεια Κρήτης",https://www.athensvoice.gr/epikairotita/ellada/857091/kindunos-purkagias-simera-deutera-1i-iouliou-stin-perifereia-kritis/,2024-07-01,04:24:00,Newsroom,"Κίνδυνος πυρκαγιάς σήμερα, Δευτέρα 1η Ιουλίου, στην Περιφέρεια Κρήτης - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας",Ελλαδα,2024-07-01
296,Πολύ υψηλός κίνδυνος πυρκαγιάς τη Δευτέρα στην Περιφέρεια Κρήτης,https://www.athensvoice.gr/epikairotita/ellada/857032/kindunos-purkagias-ti-deutera-1-iouliou-stin-perifereia-kritis/,2024-06-30,10:28:45,Newsroom,Κίνδυνος πυρκαγιάς τη Δευτέρα 1 Ιουλίου στην Περιφέρεια Κρήτης - Δείτε τον χάρτη της ΓΓΠΠ,Ελλαδα,2024-06-30
297,Κίνδυνος πυρκαγιάς: Σε κατηγορία κινδύνου 4 σήμερα έξι Περιφέρειες,https://www.athensvoice.gr/epikairotita/ellada/857020/kindunos-purkagias-simera-kuriaki-306-se-exi-perifereies/,2024-06-30,07:37:37,Newsroom,Κίνδυνος πυρκαγιάς σήμερα Κυριακή (30.6) σε έξι Περιφέρειες - Ο χάρτης της Γενικής Γραμματείας Πολιτικής Προστασίας,Ελλαδα,2024-06-30
